연도,월,날,시간,강수,기온,습도,풍속
2021,1,21,23.0,0.0,5.5,95.0,1.1
2021,1,22,0.0,0.0,5.7,95.0,1.3
2021,1,22,1.0,0.0,6.1,95.0,1.2
2021,1,22,2.0,0.0,6.2,95.0,1.0
2021,1,22,3.0,0.0,6.3,95.0,1.3
2021,1,22,4.0,0.0,6.5,95.0,1.0
2021,1,22,5.0,0.0,6.5,95.0,0.9
2021,1,22,6.0,0.0,6.6,94.0,1.0
2021,1,22,7.0,0.0,6.7,93.0,1.0
2021,1,22,8.0,0.0,6.6,93.0,0.7
2021,1,22,9.0,0.0,6.5,92.0,1.8
2021,1,22,10.0,0.0,6.1,92.0,1.5
2021,1,22,11.0,0.0,6.0,91.0,1.3
2021,1,22,12.0,0.0,6.0,90.0,0.4
2021,1,22,13.0,0.0,5.9,91.0,0.8
2021,1,22,14.0,0.0,5.9,92.0,1.6
2021,1,22,15.0,0.0,6.2,93.0,1.0
2021,1,22,16.0,0.0,6.3,93.0,1.1
2021,1,22,17.0,0.0,6.5,94.0,1.6
2021,1,22,18.0,0.0,6.6,94.0,2.7
2021,1,22,19.0,0.0,6.6,95.0,2.6
2021,1,22,20.0,0.0,6.6,91.0,2.8
2021,1,22,21.0,0.0,6.6,87.0,2.6
2021,1,22,22.0,0.0,6.7,86.0,2.5
2021,1,22,23.0,0.0,7.2,75.0,3.0
2021,1,23,0.0,0.0,8.1,63.0,2.4
2021,1,23,1.0,0.0,8.8,61.0,3.5
2021,1,23,2.0,0.0,9.6,58.0,3.4
2021,1,23,3.0,0.0,10.4,56.0,2.4
2021,1,23,4.0,0.0,10.7,50.0,3.0
2021,1,23,5.0,0.0,11.4,47.0,2.6
2021,1,23,6.0,0.0,11.5,49.0,2.0
2021,1,23,7.0,0.0,11.0,51.0,2.5
2021,1,23,8.0,0.0,10.0,53.0,2.8
2021,1,23,9.0,0.0,8.9,56.0,3.6
2021,1,23,10.0,0.0,8.2,59.0,2.8
2021,1,23,11.0,0.0,7.8,59.0,2.7
2021,1,23,12.0,0.0,7.2,59.0,2.9
2021,1,23,13.0,0.0,6.7,60.0,2.0
2021,1,23,14.0,0.0,6.6,60.0,1.5
2021,1,23,15.0,0.0,6.3,60.0,2.9
2021,1,23,16.0,0.0,6.0,61.0,2.5
2021,1,23,17.0,0.0,5.5,64.0,2.5
2021,1,23,18.0,0.0,5.1,69.0,2.5
2021,1,23,19.0,0.0,4.9,74.0,1.3
2021,1,23,20.0,0.0,4.6,79.0,1.3
2021,1,23,21.0,0.0,4.4,83.0,1.5
2021,1,23,22.0,0.0,4.5,83.0,1.2
2021,1,23,23.0,0.0,5.5,75.0,2.1
2021,1,24,0.0,0.0,7.6,59.0,1.5
2021,1,24,1.0,0.0,9.0,52.0,1.7
2021,1,24,2.0,0.0,10.5,48.0,1.1
2021,1,24,3.0,0.0,11.1,44.0,1.2
2021,1,24,4.0,0.0,12.6,41.0,1.3
2021,1,24,5.0,0.0,12.4,42.0,1.6
2021,1,24,6.0,0.0,11.9,44.0,0.8
2021,1,24,7.0,0.0,11.4,50.0,1.3
2021,1,24,8.0,0.0,10.9,54.0,1.1
2021,1,24,9.0,0.0,10.2,62.0,0.8
2021,1,24,10.0,0.0,9.5,67.0,0.9
2021,1,24,11.0,0.0,8.7,72.0,0.3
2021,1,24,12.0,0.0,7.8,75.0,0.7
2021,1,24,13.0,0.0,7.4,77.0,0.0
2021,1,24,14.0,0.0,7.0,78.0,0.1
2021,1,24,15.0,0.0,6.0,81.0,1.4
2021,1,24,16.0,0.0,5.3,85.0,1.7
2021,1,24,17.0,0.0,5.7,87.0,0.2
2021,1,24,18.0,0.0,5.6,88.0,0.5
2021,1,24,19.0,0.0,5.1,89.0,0.8
2021,1,24,20.0,0.0,5.0,89.0,0.7
2021,1,24,21.0,0.0,4.8,89.0,0.9
2021,1,24,22.0,0.0,4.8,85.0,1.2
2021,1,24,23.0,0.0,6.1,78.0,1.5
2021,1,25,0.0,0.0,8.8,65.0,0.7
2021,1,25,1.0,0.0,9.5,58.0,1.6
2021,1,25,2.0,0.0,10.9,51.0,1.8
2021,1,25,3.0,0.0,11.9,48.0,1.7
2021,1,25,4.0,0.0,12.8,42.0,1.8
2021,1,25,5.0,0.0,13.9,40.0,0.8
2021,1,25,6.0,0.0,14.1,40.0,2.0
2021,1,25,7.0,0.0,13.4,41.0,0.3
2021,1,25,8.0,0.0,12.2,50.0,0.8
2021,1,25,9.0,0.0,11.8,59.0,0.5
2021,1,25,10.0,0.0,10.5,65.0,0.8
2021,1,25,11.0,0.0,9.4,69.0,1.2
2021,1,25,12.0,0.0,8.7,70.0,0.4
2021,1,25,13.0,0.0,8.6,73.0,1.0
2021,1,25,14.0,0.0,8.0,76.0,0.9
2021,1,25,15.0,0.0,7.7,79.0,0.5
2021,1,25,16.0,0.0,7.9,80.0,0.5
2021,1,25,17.0,0.0,7.6,82.0,0.7
2021,1,25,18.0,0.0,7.9,77.0,0.7
2021,1,25,19.0,0.0,8.0,77.0,1.4
2021,1,25,20.0,0.0,8.0,69.0,1.8
2021,1,25,21.0,0.0,7.0,76.0,1.1
2021,1,25,22.0,0.0,6.5,79.0,1.2
2021,1,25,23.0,0.5,6.1,85.0,1.5
2021,1,26,0.0,0.5,6.1,88.0,0.5
2021,1,26,1.0,0.5,5.7,90.0,2.1
2021,1,26,2.0,0.0,6.1,93.0,1.6
2021,1,26,3.0,0.0,6.0,92.0,1.9
2021,1,26,4.0,0.0,6.3,91.0,1.6
2021,1,26,5.0,0.0,6.1,94.0,1.4
2021,1,26,6.0,0.5,6.0,95.0,1.5
2021,1,26,7.0,0.0,5.5,95.0,1.8
2021,1,26,8.0,0.0,5.7,95.0,1.6
2021,1,26,9.0,0.0,5.4,94.0,2.7
2021,1,26,10.0,0.0,4.4,88.0,3.1
2021,1,26,11.0,0.0,4.0,83.0,2.1
2021,1,26,12.0,0.0,3.6,82.0,2.2
2021,1,26,13.0,0.0,3.7,84.0,0.9
2021,1,26,14.0,0.0,3.1,86.0,1.2
2021,1,26,15.0,0.0,3.1,79.0,0.5
2021,1,26,16.0,0.0,2.8,62.0,2.1
2021,1,26,17.0,0.0,2.0,62.0,2.8
2021,1,26,18.0,0.0,1.9,58.0,1.4
2021,1,26,19.0,0.0,1.7,49.0,0.5
2021,1,26,20.0,0.0,1.4,45.0,0.6
2021,1,26,21.0,0.0,1.3,52.0,1.0
2021,1,26,22.0,0.0,1.1,53.0,1.7
2021,1,26,23.0,0.0,1.5,39.0,2.0
2021,1,27,0.0,0.0,3.3,32.0,1.2
2021,1,27,1.0,0.0,3.8,28.0,1.7
2021,1,27,2.0,0.0,4.1,21.0,2.9
2021,1,27,3.0,0.0,5.1,17.0,2.5
2021,1,27,4.0,0.0,5.9,20.0,1.9
2021,1,27,5.0,0.0,5.6,19.0,2.4
2021,1,27,6.0,0.0,5.6,19.0,1.9
2021,1,27,7.0,0.0,5.2,28.0,1.9
2021,1,27,8.0,0.0,3.5,33.0,1.8
2021,1,27,9.0,0.0,2.9,38.0,1.3
2021,1,27,10.0,0.0,2.8,43.0,1.2
2021,1,27,11.0,0.0,2.2,49.0,0.9
2021,1,27,12.0,0.0,2.1,52.0,0.9
2021,1,27,13.0,0.0,2.0,50.0,1.0
2021,1,27,14.0,0.0,2.1,53.0,0.8
2021,1,27,15.0,0.0,2.1,54.0,0.5
2021,1,27,16.0,0.0,1.5,55.0,1.1
2021,1,27,17.0,0.0,1.4,59.0,0.5
2021,1,27,18.0,0.0,1.4,56.0,0.6
2021,1,27,19.0,0.0,1.1,58.0,2.0
2021,1,27,20.0,0.0,0.9,57.0,2.2
2021,1,27,21.0,0.0,0.8,56.0,1.1
2021,1,27,22.0,0.0,1.6,54.0,2.9
2021,1,27,23.0,0.0,2.1,46.0,3.2
2021,1,28,0.0,0.5,-0.6,86.0,3.1
2021,1,28,1.0,2.0,1.3,92.0,2.4
2021,1,28,2.0,0.0,1.1,68.0,3.1
2021,1,28,3.0,0.0,1.4,56.0,3.1
2021,1,28,4.0,0.0,0.4,42.0,3.4
2021,1,28,5.0,0.0,-0.2,40.0,3.8
2021,1,28,6.0,0.0,-1.7,39.0,4.3
2021,1,28,7.0,0.0,-2.7,37.0,3.3
2021,1,28,8.0,0.0,-4.2,37.0,3.5
2021,1,28,9.0,0.0,-5.4,42.0,4.3
2021,1,28,10.0,0.0,-6.4,47.0,3.7
2021,1,28,11.0,0.0,-7.3,48.0,3.1
2021,1,28,12.0,0.0,-7.4,45.0,2.6
2021,1,28,13.0,0.0,-7.9,40.0,2.8
2021,1,28,14.0,0.0,-8.9,37.0,2.1
2021,1,28,15.0,0.0,-9.2,35.0,3.0
2021,1,28,16.0,0.0,-9.7,39.0,3.6
2021,1,28,17.0,0.0,-10.1,40.0,3.3
2021,1,28,18.0,0.0,-10.1,41.0,2.6
2021,1,28,19.0,0.0,-10.1,39.0,2.3
2021,1,28,20.0,0.0,-10.2,35.0,3.3
2021,1,28,21.0,0.0,-10.4,36.0,2.1
2021,1,28,22.0,0.0,-10.4,37.0,2.4
2021,1,28,23.0,0.0,-9.9,32.0,2.7
2021,1,29,0.0,0.0,-9.2,28.0,2.6
2021,1,29,1.0,0.0,-8.3,25.0,3.0
2021,1,29,2.0,0.0,-7.4,25.0,3.3
2021,1,29,3.0,0.0,-6.0,25.0,2.3
2021,1,29,4.0,0.0,-5.5,26.0,1.8
2021,1,29,5.0,0.0,-5.6,26.0,2.4
2021,1,29,6.0,0.0,-5.1,27.0,2.7
2021,1,29,7.0,0.0,-5.4,33.0,1.6
2021,1,29,8.0,0.0,-5.5,34.0,1.6
2021,1,29,9.0,0.0,-5.8,38.0,1.6
2021,1,29,10.0,0.0,-5.9,42.0,1.2
2021,1,29,11.0,0.0,-6.2,45.0,2.2
2021,1,29,12.0,0.0,-6.3,47.0,2.3
2021,1,29,13.0,0.0,-6.2,52.0,1.6
2021,1,29,14.0,0.0,-6.3,54.0,2.0
2021,1,29,15.0,0.0,-5.4,53.0,1.7
2021,1,29,16.0,0.0,-5.2,51.0,0.6
2021,1,29,17.0,0.0,-4.8,49.0,0.8
2021,1,29,18.0,0.0,-4.0,48.0,2.2
2021,1,29,19.0,0.0,-3.7,51.0,1.6
2021,1,29,20.0,0.0,-3.3,54.0,1.9
2021,1,29,21.0,0.0,-2.9,61.0,1.3
2021,1,29,22.0,0.0,-2.8,68.0,0.3
2021,1,29,23.0,0.0,-2.4,71.0,2.0
2021,1,30,0.0,0.0,-2.0,71.0,0.5
2021,1,30,1.0,0.0,-0.1,67.0,0.6
2021,1,30,2.0,0.0,3.7,59.0,0.7
2021,1,30,3.0,0.0,5.9,55.0,1.7
2021,1,30,4.0,0.0,4.5,54.0,2.8
2021,1,30,5.0,0.0,4.8,48.0,2.0
2021,1,30,6.0,0.0,4.7,35.0,1.8
2021,1,30,7.0,0.0,4.2,42.0,1.3
2021,1,30,8.0,0.0,3.5,50.0,0.9
2021,1,30,9.0,0.0,2.5,53.0,0.5
2021,1,30,10.0,0.0,2.4,61.0,1.7
2021,1,30,11.0,0.0,1.3,70.0,0.9
2021,1,30,12.0,0.0,0.9,77.0,0.5
2021,1,30,13.0,0.0,0.2,81.0,0.9
2021,1,30,14.0,0.0,0.0,82.0,0.7
2021,1,30,15.0,0.0,-0.6,83.0,0.8
2021,1,30,16.0,0.0,-0.2,85.0,0.7
2021,1,30,17.0,0.0,-1.4,84.0,0.9
2021,1,30,18.0,0.0,-1.5,84.0,0.2
2021,1,30,19.0,0.0,-1.2,84.0,0.9
2021,1,30,20.0,0.0,-1.8,84.0,1.1
2021,1,30,21.0,0.0,-2.2,80.0,0.3
2021,1,30,22.0,0.0,-1.2,78.0,0.8
2021,1,30,23.0,0.0,1.0,63.0,0.7
2021,1,31,0.0,0.0,3.6,53.0,1.1
2021,1,31,1.0,0.0,4.6,43.0,1.7
2021,1,31,2.0,0.0,7.6,34.0,3.1
2021,1,31,3.0,0.0,8.7,40.0,3.3
2021,1,31,4.0,0.0,8.9,38.0,1.9
2021,1,31,5.0,0.0,9.5,46.0,2.9
2021,1,31,6.0,0.0,9.8,51.0,3.3
2021,1,31,7.0,0.0,9.6,53.0,2.6
2021,1,31,8.0,0.0,9.2,55.0,1.3
2021,1,31,9.0,0.0,9.0,59.0,1.6
2021,1,31,10.0,0.0,9.0,64.0,2.0
2021,1,31,11.0,0.0,9.1,66.0,2.2
2021,1,31,12.0,0.0,9.0,66.0,2.7
2021,1,31,13.0,0.0,9.1,66.0,1.8
2021,1,31,14.0,0.0,9.2,59.0,2.4
2021,1,31,15.0,0.0,9.1,62.0,2.9
2021,1,31,16.0,0.5,8.4,77.0,2.6
2021,1,31,17.0,0.5,7.9,88.0,1.6
2021,1,31,18.0,0.0,8.0,90.0,1.2
2021,1,31,19.0,0.0,7.8,91.0,1.8
2021,1,31,20.0,0.0,7.7,92.0,2.0
2021,1,31,21.0,0.0,7.8,94.0,1.1
2021,1,31,22.0,0.0,7.6,95.0,1.2
2021,1,31,23.0,0.0,7.5,95.0,1.5
2021,2,1,0.0,0.0,7.5,95.0,2.0
2021,2,1,1.0,0.0,7.7,95.0,2.1
2021,2,1,2.0,0.0,8.7,85.0,2.4
2021,2,1,3.0,0.0,8.1,81.0,2.7
2021,2,1,4.0,0.0,7.9,82.0,3.2
2021,2,1,5.0,0.0,7.5,83.0,1.6
2021,2,1,6.0,0.0,6.1,85.0,2.2
2021,2,1,7.0,0.0,6.1,83.0,1.6
2021,2,1,8.0,0.0,5.2,85.0,1.8
2021,2,1,9.0,0.0,5.0,86.0,2.0
2021,2,1,10.0,0.0,3.9,68.0,2.5
2021,2,1,11.0,0.0,2.9,54.0,2.8
2021,2,1,12.0,0.0,1.9,49.0,1.6
2021,2,1,13.0,0.0,-0.4,62.0,3.4
2021,2,1,14.0,0.0,-1.6,46.0,2.6
2021,2,1,15.0,0.0,-2.3,40.0,2.5
2021,2,1,16.0,0.0,-2.6,37.0,1.5
2021,2,1,17.0,0.0,-3.3,34.0,1.8
2021,2,1,18.0,0.0,-4.5,31.0,3.0
2021,2,1,19.0,0.0,-5.4,30.0,2.9
2021,2,1,20.0,0.0,-6.6,34.0,2.6
2021,2,1,21.0,0.0,-7.0,35.0,2.6
2021,2,1,22.0,0.0,-7.1,37.0,1.9
2021,2,1,23.0,0.0,-6.8,33.0,2.4
2021,2,2,0.0,0.0,-6.2,30.0,3.0
2021,2,2,1.0,0.0,-5.2,24.0,3.0
2021,2,2,2.0,0.0,-4.3,25.0,2.6
2021,2,2,3.0,0.0,-4.4,27.0,3.6
2021,2,2,4.0,0.0,-3.3,30.0,2.6
2021,2,2,5.0,0.0,-3.0,33.0,3.0
2021,2,2,6.0,0.0,-3.2,43.0,2.5
2021,2,2,7.0,0.0,-3.3,48.0,1.3
2021,2,2,8.0,0.0,-3.6,52.0,2.8
2021,2,2,9.0,0.0,-3.6,55.0,2.0
2021,2,2,10.0,0.0,-3.8,64.0,1.6
2021,2,2,11.0,0.0,-4.7,58.0,2.5
2021,2,2,12.0,0.0,-5.4,71.0,2.0
2021,2,2,13.0,0.0,-6.6,68.0,3.4
2021,2,2,14.0,0.0,-6.8,59.0,3.3
2021,2,2,15.0,0.0,-6.8,52.0,2.4
2021,2,2,16.0,0.0,-6.9,50.0,1.9
2021,2,2,17.0,0.0,-7.3,53.0,1.4
2021,2,2,18.0,0.0,-7.4,56.0,1.7
2021,2,2,19.0,0.0,-7.6,53.0,1.4
2021,2,2,20.0,0.0,-7.5,56.0,1.8
2021,2,2,21.0,0.0,-7.4,57.0,1.5
2021,2,2,22.0,0.0,-6.8,58.0,0.7
2021,2,2,23.0,0.0,-5.1,53.0,2.3
2021,2,3,0.0,0.0,-3.6,45.0,1.3
2021,2,3,1.0,0.0,-2.0,41.0,1.5
2021,2,3,2.0,0.0,-0.7,44.0,2.5
2021,2,3,3.0,0.0,-0.6,45.0,2.4
2021,2,3,4.0,0.0,-0.5,53.0,2.4
2021,2,3,5.0,0.0,0.8,58.0,1.7
2021,2,3,6.0,0.0,0.6,61.0,2.7
2021,2,3,7.0,0.0,0.7,64.0,2.3
2021,2,3,8.0,0.0,0.3,75.0,2.0
2021,2,3,9.0,0.0,0.5,69.0,3.2
2021,2,3,10.0,0.0,0.4,71.0,4.0
2021,2,3,11.0,0.5,-0.7,89.0,1.7
2021,2,3,12.0,1.0,-1.1,94.0,3.3
2021,2,3,13.0,0.5,-0.5,95.0,2.2
2021,2,3,14.0,1.0,0.3,95.0,1.7
2021,2,3,15.0,0.5,0.8,95.0,2.0
2021,2,3,16.0,0.0,-0.9,81.0,2.6
2021,2,3,17.0,0.0,-2.8,66.0,2.4
2021,2,3,18.0,0.0,-3.8,58.0,2.4
2021,2,3,19.0,0.0,-4.8,47.0,1.5
2021,2,3,20.0,0.0,-5.2,48.0,1.8
2021,2,3,21.0,0.0,-5.6,48.0,2.0
2021,2,3,22.0,0.0,-5.8,46.0,1.6
2021,2,3,23.0,0.0,-5.6,39.0,3.2
2021,2,4,0.0,0.0,-5.0,34.0,3.1
2021,2,4,1.0,0.0,-3.5,35.0,1.7
2021,2,4,2.0,0.0,-2.7,34.0,0.9
2021,2,4,3.0,0.0,-2.3,32.0,2.8
2021,2,4,4.0,0.0,-1.5,33.0,2.4
2021,2,4,5.0,0.0,0.4,28.0,0.8
2021,2,4,6.0,0.0,0.4,30.0,1.2
2021,2,4,7.0,0.0,-0.4,38.0,1.1
2021,2,4,8.0,0.0,-1.6,42.0,2.2
2021,2,4,9.0,0.0,-2.1,45.0,1.6
2021,2,4,10.0,0.0,-2.3,52.0,0.8
2021,2,4,11.0,0.0,-2.4,53.0,1.5
2021,2,4,12.0,0.0,-2.6,52.0,1.0
2021,2,4,13.0,0.0,-2.8,54.0,0.7
2021,2,4,14.0,0.0,-2.9,58.0,1.2
2021,2,4,15.0,0.0,-2.1,60.0,1.6
2021,2,4,16.0,0.0,-1.4,61.0,1.4
2021,2,4,17.0,0.0,-1.8,65.0,0.6
2021,2,4,18.0,0.0,-1.9,68.0,0.6
2021,2,4,19.0,0.0,-1.9,70.0,0.2
2021,2,4,20.0,0.0,-1.9,72.0,0.1
2021,2,4,21.0,0.0,-1.9,75.0,0.8
2021,2,4,22.0,0.0,-1.4,79.0,0.8
2021,2,4,23.0,0.0,0.5,75.0,1.4
2021,2,5,0.0,0.0,1.3,70.0,2.6
2021,2,5,1.0,0.0,2.6,67.0,2.5
2021,2,5,2.0,0.0,3.7,68.0,1.7
2021,2,5,3.0,0.0,4.9,66.0,3.2
2021,2,5,4.0,0.0,5.7,67.0,2.0
2021,2,5,5.0,0.0,6.3,62.0,2.3
2021,2,5,6.0,0.0,6.2,65.0,2.0
2021,2,5,7.0,0.0,5.7,69.0,2.6
2021,2,5,8.0,0.0,4.8,74.0,1.7
2021,2,5,9.0,0.0,4.3,79.0,2.0
2021,2,5,10.0,0.0,4.1,82.0,2.8
2021,2,5,11.0,0.0,4.4,82.0,1.4
2021,2,5,12.0,0.0,4.6,78.0,2.2
2021,2,5,13.0,0.0,4.6,77.0,2.5
2021,2,5,14.0,0.0,4.8,75.0,2.2
2021,2,5,15.0,0.0,4.8,67.0,2.5
2021,2,5,16.0,0.0,4.8,68.0,2.3
2021,2,5,17.0,0.0,4.9,70.0,2.5
2021,2,5,18.0,0.0,5.1,73.0,1.1
2021,2,5,19.0,0.0,5.1,77.0,2.5
2021,2,5,20.0,0.0,5.2,80.0,2.6
2021,2,5,21.0,0.0,5.2,84.0,2.5
2021,2,5,22.0,0.0,5.3,85.0,2.6
2021,2,5,23.0,0.0,5.9,87.0,2.0
2021,2,6,0.0,0.0,6.4,85.0,3.1
2021,2,6,1.0,0.0,7.2,85.0,2.5
2021,2,6,2.0,0.0,8.3,84.0,1.1
2021,2,6,3.0,0.0,8.9,81.0,2.4
2021,2,6,4.0,0.0,9.5,82.0,2.1
2021,2,6,5.0,0.0,9.6,85.0,2.0
2021,2,6,6.0,0.0,9.0,86.0,2.6
2021,2,6,7.0,0.0,8.5,85.0,2.1
2021,2,6,8.0,0.0,8.3,87.0,1.5
2021,2,6,9.0,0.0,8.3,87.0,2.4
2021,2,6,10.0,0.0,8.2,88.0,1.4
2021,2,6,11.0,0.0,8.1,89.0,2.2
2021,2,6,12.0,0.0,7.9,90.0,2.0
2021,2,6,13.0,0.0,7.6,92.0,2.3
2021,2,6,14.0,0.0,7.3,92.0,2.0
2021,2,6,15.0,0.0,6.7,91.0,1.3
2021,2,6,16.0,0.0,6.3,92.0,1.0
2021,2,6,17.0,0.0,5.9,90.0,1.3
2021,2,6,18.0,0.0,5.8,87.0,1.1
2021,2,6,19.0,0.0,5.4,92.0,1.1
2021,2,6,20.0,0.0,5.3,95.0,0.8
2021,2,6,21.0,0.0,4.4,95.0,1.2
2021,2,6,22.0,0.0,3.0,95.0,1.6
2021,2,6,23.0,0.0,2.9,95.0,1.3
2021,2,7,0.0,0.0,3.6,95.0,1.0
2021,2,7,1.0,0.0,4.0,95.0,1.7
2021,2,7,2.0,0.0,4.8,88.0,1.9
2021,2,7,3.0,0.0,5.9,59.0,2.2
2021,2,7,4.0,0.0,5.9,41.0,2.5
2021,2,7,5.0,0.0,6.9,29.0,2.5
2021,2,7,6.0,0.0,6.7,27.0,2.4
2021,2,7,7.0,0.0,6.0,23.0,2.6
2021,2,7,8.0,0.0,4.6,25.0,2.3
2021,2,7,9.0,0.0,3.8,29.0,2.2
2021,2,7,10.0,0.0,2.4,39.0,1.8
2021,2,7,11.0,0.0,0.3,42.0,2.6
2021,2,7,12.0,0.0,-0.9,49.0,2.7
2021,2,7,13.0,0.0,-1.4,53.0,2.7
2021,2,7,14.0,0.0,-1.6,51.0,2.1
2021,2,7,15.0,0.0,-1.9,49.0,1.7
2021,2,7,16.0,0.0,-2.2,50.0,2.0
2021,2,7,17.0,0.0,-2.6,50.0,2.1
2021,2,7,18.0,0.0,-3.0,51.0,1.7
2021,2,7,19.0,0.0,-3.3,51.0,1.7
2021,2,7,20.0,0.0,-3.9,47.0,2.7
2021,2,7,21.0,0.0,-4.3,48.0,2.6
2021,2,7,22.0,0.0,-4.3,47.0,2.5
2021,2,7,23.0,0.0,-3.6,42.0,2.2
2021,2,8,0.0,0.0,-2.9,31.0,2.1
2021,2,8,1.0,0.0,-1.9,28.0,3.1
2021,2,8,2.0,0.0,-1.9,26.0,3.1
2021,2,8,3.0,0.0,-1.7,26.0,3.4
2021,2,8,4.0,0.0,-0.7,25.0,3.4
2021,2,8,5.0,0.0,-0.2,26.0,3.1
2021,2,8,6.0,0.0,0.6,27.0,2.3
2021,2,8,7.0,0.0,-0.3,27.0,3.1
2021,2,8,8.0,0.0,-0.9,30.0,2.1
2021,2,8,9.0,0.0,-1.3,33.0,2.2
2021,2,8,10.0,0.0,-2.0,36.0,2.5
2021,2,8,11.0,0.0,-2.7,40.0,3.0
2021,2,8,12.0,0.0,-2.9,41.0,2.9
2021,2,8,13.0,0.0,-3.2,41.0,1.8
2021,2,8,14.0,0.0,-3.4,42.0,1.6
2021,2,8,15.0,0.0,-3.3,43.0,1.3
2021,2,8,16.0,0.0,-3.4,48.0,0.9
2021,2,8,17.0,0.0,-3.5,54.0,1.0
2021,2,8,18.0,0.0,-3.6,58.0,1.2
2021,2,8,19.0,0.0,-4.0,59.0,1.2
2021,2,8,20.0,0.0,-4.1,61.0,1.0
2021,2,8,21.0,0.0,-4.0,63.0,0.4
2021,2,8,22.0,0.0,-3.0,65.0,1.0
2021,2,8,23.0,0.0,-1.1,50.0,1.2
2021,2,9,0.0,0.0,0.2,41.0,1.7
2021,2,9,1.0,0.0,1.2,36.0,1.9
2021,2,9,2.0,0.0,2.9,28.0,1.7
2021,2,9,3.0,0.0,3.1,27.0,1.5
2021,2,9,4.0,0.0,3.8,30.0,2.6
2021,2,9,5.0,0.0,3.4,30.0,2.1
2021,2,9,6.0,0.0,3.8,34.0,1.9
2021,2,9,7.0,0.0,2.9,39.0,1.8
2021,2,9,8.0,0.0,2.1,46.0,1.9
2021,2,9,9.0,0.0,1.7,54.0,1.3
2021,2,9,10.0,0.0,1.5,54.0,1.3
2021,2,9,11.0,0.0,1.2,55.0,1.8
2021,2,9,12.0,0.0,1.1,59.0,2.4
2021,2,9,13.0,0.0,1.0,63.0,2.0
2021,2,9,14.0,0.0,0.9,66.0,2.2
2021,2,9,15.0,0.0,0.8,69.0,2.3
2021,2,9,16.0,0.0,0.4,69.0,0.9
2021,2,9,17.0,0.0,0.0,73.0,1.1
2021,2,9,18.0,0.0,0.0,77.0,0.8
2021,2,9,19.0,0.0,0.8,78.0,0.8
2021,2,9,20.0,0.0,0.6,75.0,0.5
2021,2,9,21.0,0.0,0.9,76.0,0.1
2021,2,9,22.0,0.0,1.6,78.0,1.6
2021,2,9,23.0,0.0,2.5,77.0,1.5
2021,2,10,0.0,0.0,3.6,75.0,2.7
2021,2,10,1.0,0.0,4.3,74.0,2.0
2021,2,10,2.0,0.0,5.3,72.0,1.5
2021,2,10,3.0,0.0,6.4,67.0,2.0
2021,2,10,4.0,0.0,6.7,66.0,1.5
2021,2,10,5.0,0.0,6.9,66.0,1.8
2021,2,10,6.0,0.0,7.0,65.0,1.9
2021,2,10,7.0,0.0,6.5,72.0,1.5
2021,2,10,8.0,0.0,6.0,78.0,1.9
2021,2,10,9.0,0.0,5.8,82.0,1.0
2021,2,10,10.0,0.0,5.4,85.0,1.5
2021,2,10,11.0,0.0,5.0,87.0,1.2
2021,2,10,12.0,0.0,5.1,89.0,0.8
2021,2,10,13.0,0.0,4.9,91.0,0.9
2021,2,10,14.0,0.0,4.9,92.0,0.8
2021,2,10,15.0,0.0,4.8,92.0,0.8
2021,2,10,16.0,0.0,4.5,93.0,0.5
2021,2,10,17.0,0.0,4.2,92.0,0.8
2021,2,10,18.0,0.0,3.2,93.0,1.0
2021,2,10,19.0,0.0,2.9,93.0,1.0
2021,2,10,20.0,0.0,2.2,94.0,1.5
2021,2,10,21.0,0.0,2.7,94.0,1.0
2021,2,10,22.0,0.0,3.0,94.0,1.0
2021,2,10,23.0,0.0,4.6,93.0,1.4
2021,2,11,0.0,0.0,5.9,79.0,1.0
2021,2,11,1.0,0.0,6.5,67.0,1.8
2021,2,11,2.0,0.0,7.3,62.0,2.1
2021,2,11,3.0,0.0,9.5,53.0,1.9
2021,2,11,4.0,0.0,9.4,47.0,2.3
2021,2,11,5.0,0.0,10.1,45.0,1.4
2021,2,11,6.0,0.0,10.4,42.0,0.7
2021,2,11,7.0,0.0,10.2,48.0,1.0
2021,2,11,8.0,0.0,9.3,54.0,0.8
2021,2,11,9.0,0.0,8.7,61.0,1.0
2021,2,11,10.0,0.0,8.0,66.0,1.1
2021,2,11,11.0,0.0,7.2,71.0,0.8
2021,2,11,12.0,0.0,6.2,78.0,0.7
2021,2,11,13.0,0.0,5.3,82.0,0.6
2021,2,11,14.0,0.0,5.0,84.0,0.0
2021,2,11,15.0,0.0,3.9,85.0,1.0
2021,2,11,16.0,0.0,3.9,87.0,0.5
2021,2,11,17.0,0.0,4.2,88.0,0.3
2021,2,11,18.0,0.0,3.4,89.0,0.4
2021,2,11,19.0,0.0,3.7,90.0,1.1
2021,2,11,20.0,0.0,2.9,90.0,0.6
2021,2,11,21.0,0.0,2.3,90.0,0.7
2021,2,11,22.0,0.0,2.7,91.0,0.6
2021,2,11,23.0,0.0,5.1,89.0,0.8
2021,2,12,0.0,0.0,6.9,67.0,0.7
2021,2,12,1.0,0.0,8.9,52.0,0.9
2021,2,12,2.0,0.0,11.3,44.0,0.7
2021,2,12,3.0,0.0,12.0,42.0,1.0
2021,2,12,4.0,0.0,12.7,39.0,1.4
2021,2,12,5.0,0.0,12.5,39.0,1.7
