연도,월,날,시간,강수,기온,습도,풍속
2021,3,22,7.0,0.0,9.1,32.0,2.9
2021,3,22,8.0,0.0,7.9,52.0,3.3
2021,3,22,9.0,0.0,6.8,67.0,2.4
2021,3,22,10.0,0.0,6.2,72.0,2.1
2021,3,22,11.0,0.0,6.0,76.0,2.8
2021,3,22,12.0,0.0,5.8,79.0,2.7
2021,3,22,13.0,0.0,5.6,85.0,2.8
2021,3,22,14.0,0.0,5.4,88.0,2.8
2021,3,22,15.0,0.0,5.0,89.0,2.4
2021,3,22,16.0,0.0,4.7,91.0,1.9
2021,3,22,17.0,0.0,4.6,93.0,1.9
2021,3,22,18.0,0.0,4.2,94.0,1.3
2021,3,22,19.0,0.0,4.4,95.0,0.5
2021,3,22,20.0,0.0,4.4,93.0,3.4
2021,3,22,21.0,0.0,5.1,90.0,3.2
2021,3,22,22.0,0.0,6.5,85.0,1.8
2021,3,22,23.0,0.0,8.0,76.0,2.4
2021,3,23,0.0,0.0,10.2,70.0,1.9
2021,3,23,1.0,0.0,11.6,64.0,3.1
2021,3,23,2.0,0.0,13.7,58.0,2.9
2021,3,23,3.0,0.0,15.3,50.0,3.2
2021,3,23,4.0,0.0,13.9,45.0,4.0
2021,3,23,5.0,0.0,13.8,43.0,3.3
2021,3,23,6.0,0.0,13.3,42.0,3.7
2021,3,23,7.0,0.0,12.4,56.0,2.3
2021,3,23,8.0,0.0,11.4,53.0,3.3
2021,3,23,9.0,0.0,10.8,64.0,1.1
2021,3,23,10.0,0.0,10.3,59.0,1.1
2021,3,23,11.0,0.0,10.3,63.0,1.4
2021,3,23,12.0,0.0,9.9,61.0,2.4
2021,3,23,13.0,0.0,9.4,66.0,1.2
2021,3,23,14.0,0.0,9.1,73.0,1.5
2021,3,23,15.0,0.0,8.6,75.0,2.2
2021,3,23,16.0,0.0,8.2,78.0,2.1
2021,3,23,17.0,0.0,8.2,83.0,2.0
2021,3,23,18.0,0.0,8.2,82.0,2.6
2021,3,23,19.0,0.0,8.0,83.0,1.4
2021,3,23,20.0,0.0,8.0,83.0,2.2
2021,3,23,21.0,0.0,8.5,75.0,2.0
2021,3,23,22.0,0.0,9.2,69.0,2.0
2021,3,23,23.0,0.0,9.9,56.0,2.1
2021,3,24,0.0,0.0,10.6,53.0,2.8
2021,3,24,1.0,0.0,12.2,51.0,3.3
2021,3,24,2.0,0.0,14.0,43.0,1.4
2021,3,24,3.0,0.0,14.6,44.0,2.6
2021,3,24,4.0,0.0,15.8,40.0,2.3
2021,3,24,5.0,0.0,15.4,41.0,2.4
2021,3,24,6.0,0.0,15.1,44.0,2.4
2021,3,24,7.0,0.0,14.9,49.0,1.9
2021,3,24,8.0,0.0,12.5,59.0,1.2
2021,3,24,9.0,0.0,11.5,65.0,1.5
2021,3,24,10.0,0.0,11.1,68.0,1.6
2021,3,24,11.0,0.0,11.0,68.0,1.1
2021,3,24,12.0,0.0,10.7,71.0,1.2
2021,3,24,13.0,0.0,10.4,78.0,0.9
2021,3,24,14.0,0.0,10.2,81.0,1.2
2021,3,24,15.0,-1.0,-50.0,-1.0,-1.0
2021,3,24,16.0,0.0,9.8,84.0,0.9
2021,3,24,17.0,0.0,9.7,85.0,0.3
2021,3,24,18.0,0.0,9.8,85.0,0.5
2021,3,24,19.0,0.0,9.8,84.0,0.6
2021,3,24,20.0,0.0,9.6,84.0,1.2
2021,3,24,21.0,0.0,9.6,87.0,1.2
2021,3,24,22.0,0.0,10.5,86.0,2.3
2021,3,24,23.0,0.0,11.6,75.0,1.2
2021,3,25,0.0,0.0,13.7,65.0,1.4
2021,3,25,1.0,0.0,16.0,58.0,1.3
2021,3,25,2.0,0.0,16.1,57.0,1.3
2021,3,25,3.0,0.0,16.4,49.0,2.5
2021,3,25,4.0,0.0,17.1,47.0,2.1
2021,3,25,5.0,0.0,16.700001,45.0,3.0
2021,3,25,6.0,0.0,16.200001,42.0,2.3
2021,3,25,7.0,0.0,15.4,45.0,2.5
2021,3,25,8.0,0.0,13.3,60.0,2.0
2021,3,25,9.0,0.0,11.4,70.0,1.8
2021,3,25,10.0,0.0,9.5,82.0,2.0
2021,3,25,11.0,0.0,7.4,87.0,1.3
2021,3,25,12.0,0.0,6.6,90.0,1.5
2021,3,25,13.0,0.0,6.4,93.0,1.3
2021,3,25,14.0,0.0,5.9,94.0,1.1
2021,3,25,15.0,0.0,5.5,95.0,0.7
2021,3,25,16.0,0.0,5.5,95.0,0.6
2021,3,25,17.0,0.0,5.9,95.0,1.1
2021,3,25,18.0,0.0,5.5,95.0,0.9
2021,3,25,19.0,0.0,5.3,95.0,0.9
2021,3,25,20.0,0.0,5.6,95.0,0.7
2021,3,25,21.0,0.0,5.7,95.0,0.7
2021,3,25,22.0,0.0,6.7,95.0,0.5
2021,3,25,23.0,0.0,9.5,92.0,0.6
2021,3,26,0.0,0.0,12.6,71.0,1.1
2021,3,26,1.0,0.0,15.0,54.0,1.1
2021,3,26,2.0,0.0,16.299999,42.0,0.6
2021,3,26,3.0,0.0,18.799999,38.0,1.1
2021,3,26,4.0,0.0,19.1,35.0,1.2
2021,3,26,5.0,0.0,19.700001,29.0,1.4
2021,3,26,6.0,0.0,20.700001,25.0,1.5
2021,3,26,7.0,0.0,20.0,31.0,1.3
2021,3,26,8.0,0.0,18.9,36.0,0.8
2021,3,26,9.0,0.0,18.1,40.0,1.4
2021,3,26,10.0,0.0,17.200001,43.0,0.9
2021,3,26,11.0,0.0,15.9,49.0,0.3
2021,3,26,12.0,0.0,15.2,53.0,1.3
2021,3,26,13.0,0.0,14.8,56.0,2.0
2021,3,26,14.0,0.0,14.6,59.0,1.2
2021,3,26,15.0,0.0,14.3,63.0,1.0
2021,3,26,16.0,0.0,13.4,63.0,0.4
2021,3,26,17.0,0.0,13.0,62.0,0.6
2021,3,26,18.0,0.0,12.2,59.0,0.5
2021,3,26,19.0,0.0,12.3,56.0,0.4
2021,3,26,20.0,0.0,12.0,57.0,0.4
2021,3,26,21.0,0.0,12.1,61.0,1.1
2021,3,26,22.0,0.0,13.4,52.0,0.2
2021,3,26,23.0,0.0,14.2,46.0,0.5
2021,3,27,0.0,0.0,15.3,44.0,0.9
2021,3,27,1.0,0.0,15.3,40.0,2.6
2021,3,27,2.0,0.0,14.5,50.0,3.2
2021,3,27,3.0,0.5,13.3,76.0,2.6
2021,3,27,4.0,1.0,13.1,83.0,1.9
2021,3,27,5.0,2.0,12.4,89.0,2.2
2021,3,27,6.0,2.5,12.1,93.0,1.4
2021,3,27,7.0,3.0,11.5,95.0,2.8
2021,3,27,8.0,3.0,11.9,95.0,2.1
2021,3,27,9.0,1.5,12.3,95.0,1.8
2021,3,27,10.0,1.0,13.3,95.0,1.7
2021,3,27,11.0,1.0,13.1,95.0,1.5
2021,3,27,12.0,1.0,14.0,95.0,2.4
2021,3,27,13.0,0.5,13.9,95.0,2.9
2021,3,27,14.0,1.5,13.7,95.0,1.8
2021,3,27,15.0,2.0,13.4,95.0,1.8
2021,3,27,16.0,1.5,12.2,95.0,2.7
2021,3,27,17.0,0.5,11.1,95.0,2.2
2021,3,27,18.0,0.5,9.7,95.0,1.9
2021,3,27,19.0,0.5,8.4,95.0,2.7
2021,3,27,20.0,0.0,8.0,95.0,3.2
2021,3,27,21.0,0.5,7.8,95.0,3.0
2021,3,27,22.0,1.0,8.1,95.0,3.1
2021,3,27,23.0,0.0,7.9,95.0,3.1
2021,3,28,0.0,0.0,7.8,95.0,2.4
2021,3,28,1.0,0.0,7.9,95.0,2.8
2021,3,28,2.0,0.5,8.7,95.0,2.9
2021,3,28,3.0,0.0,8.8,95.0,2.6
2021,3,28,4.0,0.0,9.1,95.0,2.4
2021,3,28,5.0,0.0,8.9,95.0,2.2
2021,3,28,6.0,0.0,9.4,95.0,2.2
2021,3,28,7.0,0.0,9.1,92.0,1.9
2021,3,28,8.0,0.0,9.1,91.0,1.6
2021,3,28,9.0,0.0,9.2,92.0,1.0
2021,3,28,10.0,0.0,9.5,93.0,1.6
2021,3,28,11.0,0.0,9.8,94.0,1.4
2021,3,28,12.0,0.0,9.3,94.0,2.4
2021,3,28,13.0,0.5,8.9,95.0,2.0
2021,3,28,14.0,0.0,9.1,95.0,1.9
2021,3,28,15.0,0.5,9.2,95.0,3.1
2021,3,28,16.0,0.0,8.6,95.0,2.3
2021,3,28,17.0,0.0,8.3,95.0,3.1
2021,3,28,18.0,0.0,8.0,95.0,2.1
2021,3,28,19.0,0.0,8.0,95.0,2.4
2021,3,28,20.0,0.0,8.1,95.0,1.6
2021,3,28,21.0,0.0,8.4,95.0,1.6
2021,3,28,22.0,0.0,8.7,95.0,1.3
2021,3,28,23.0,0.0,10.1,83.0,1.6
2021,3,29,0.0,0.0,12.1,52.0,1.4
2021,3,29,1.0,0.0,13.8,49.0,2.0
2021,3,29,2.0,0.0,13.9,42.0,2.4
2021,3,29,3.0,0.0,14.1,35.0,2.6
2021,3,29,4.0,0.0,15.0,39.0,2.5
2021,3,29,5.0,0.0,13.8,37.0,2.2
2021,3,29,6.0,0.0,13.3,33.0,2.9
2021,3,29,7.0,0.0,12.0,37.0,2.3
2021,3,29,8.0,0.0,11.5,39.0,2.1
2021,3,29,9.0,0.0,10.6,42.0,1.6
2021,3,29,10.0,0.0,9.8,48.0,2.4
2021,3,29,11.0,0.0,9.1,53.0,1.1
2021,3,29,12.0,0.0,8.9,54.0,1.2
2021,3,29,13.0,0.0,8.6,60.0,2.2
2021,3,29,14.0,0.0,8.0,64.0,0.9
2021,3,29,15.0,0.0,7.9,72.0,0.8
2021,3,29,16.0,0.0,7.1,79.0,1.2
2021,3,29,17.0,0.0,6.6,84.0,0.9
2021,3,29,18.0,0.0,6.2,86.0,1.1
2021,3,29,19.0,0.0,5.4,88.0,1.0
2021,3,29,20.0,0.0,5.7,90.0,0.5
2021,3,29,21.0,0.0,6.2,92.0,0.8
2021,3,29,22.0,0.0,8.5,88.0,0.9
2021,3,29,23.0,0.0,11.2,47.0,0.6
2021,3,30,0.0,0.0,12.5,25.0,1.0
2021,3,30,1.0,0.0,14.1,26.0,1.7
2021,3,30,2.0,0.0,14.9,21.0,2.0
2021,3,30,3.0,0.0,16.0,19.0,2.4
2021,3,30,4.0,0.0,17.200001,17.0,2.3
2021,3,30,5.0,0.0,17.200001,24.0,3.5
2021,3,30,6.0,0.0,17.1,24.0,2.4
2021,3,30,7.0,0.0,16.299999,28.0,2.0
2021,3,30,8.0,0.0,15.1,27.0,1.2
2021,3,30,9.0,0.0,13.3,27.0,2.1
2021,3,30,10.0,0.0,12.1,33.0,1.9
2021,3,30,11.0,0.0,11.2,40.0,1.3
2021,3,30,12.0,0.0,10.8,45.0,0.6
2021,3,30,13.0,0.0,10.4,51.0,0.0
2021,3,30,14.0,0.0,10.9,53.0,0.7
2021,3,30,15.0,0.0,9.5,55.0,0.3
2021,3,30,16.0,0.0,9.3,59.0,0.1
2021,3,30,17.0,0.0,9.9,62.0,0.8
2021,3,30,18.0,0.0,8.3,66.0,0.9
2021,3,30,19.0,0.0,8.0,71.0,1.1
2021,3,30,20.0,0.0,7.6,74.0,0.5
2021,3,30,21.0,0.0,9.2,74.0,0.7
2021,3,30,22.0,0.0,10.6,58.0,1.4
2021,3,30,23.0,0.0,13.2,44.0,1.4
2021,3,31,0.0,0.0,16.299999,34.0,0.6
2021,3,31,1.0,0.0,16.700001,27.0,1.2
2021,3,31,2.0,0.0,18.9,25.0,1.1
2021,3,31,3.0,0.0,19.200001,24.0,1.8
2021,3,31,4.0,0.0,21.1,18.0,1.6
2021,3,31,5.0,0.0,22.299999,16.0,1.4
2021,3,31,6.0,0.0,21.299999,13.0,2.1
2021,3,31,7.0,0.0,21.6,13.0,1.2
2021,3,31,8.0,0.0,20.700001,17.0,1.6
2021,3,31,9.0,0.0,19.4,33.0,1.4
2021,3,31,10.0,0.0,18.1,41.0,0.9
2021,3,31,11.0,0.0,17.700001,41.0,1.3
2021,3,31,12.0,0.0,16.700001,48.0,1.0
2021,3,31,13.0,0.0,16.0,55.0,1.2
2021,3,31,14.0,0.0,15.3,59.0,0.7
2021,3,31,15.0,0.0,14.9,63.0,1.5
2021,3,31,16.0,0.0,13.7,66.0,0.5
2021,3,31,17.0,0.0,14.8,66.0,1.0
2021,3,31,18.0,0.0,14.6,54.0,1.6
2021,3,31,19.0,0.0,13.9,52.0,0.8
2021,3,31,20.0,0.0,13.3,53.0,0.5
2021,3,31,21.0,0.0,14.6,45.0,1.6
2021,4,31,22.0,0.0,15.5,38.0,3.5
2021,4,31,23.0,0.0,17.4,33.0,3.3
2021,4,1,0.0,0.0,19.299999,22.0,2.5
2021,4,1,1.0,0.0,19.6,18.0,3.2
2021,4,1,2.0,0.0,21.299999,16.0,3.4
2021,4,1,3.0,0.0,21.9,14.0,3.6
2021,4,1,4.0,0.0,22.5,15.0,3.1
2021,4,1,5.0,0.0,23.0,15.0,3.8
2021,4,1,6.0,0.0,22.9,16.0,3.7
2021,4,1,7.0,0.0,23.1,19.0,3.3
2021,4,1,8.0,0.0,22.0,20.0,3.8
2021,4,1,9.0,0.0,20.700001,20.0,3.4
2021,4,1,10.0,0.0,19.6,21.0,2.5
2021,4,1,11.0,0.0,18.700001,23.0,1.8
2021,4,1,12.0,0.0,18.0,26.0,2.1
2021,4,1,13.0,0.0,16.5,35.0,2.6
2021,4,1,14.0,0.0,16.4,36.0,2.3
2021,4,1,15.0,0.0,15.1,36.0,2.5
2021,4,1,16.0,0.0,14.7,36.0,2.0
2021,4,1,17.0,0.0,14.0,38.0,2.8
2021,4,1,18.0,0.0,14.1,41.0,2.4
2021,4,1,19.0,0.0,14.2,40.0,2.0
2021,4,1,20.0,0.0,14.2,40.0,2.8
2021,4,1,21.0,0.0,14.0,39.0,2.0
2021,4,1,22.0,0.0,14.5,37.0,1.6
2021,4,1,23.0,0.0,16.6,33.0,4.0
2021,4,2,0.0,0.0,18.200001,30.0,3.2
2021,4,2,1.0,0.0,19.1,24.0,3.7
2021,4,2,2.0,0.0,20.4,23.0,3.3
2021,4,2,3.0,0.0,21.299999,25.0,1.1
2021,4,2,4.0,0.0,21.4,26.0,1.5
2021,4,2,5.0,0.0,21.799999,25.0,2.7
2021,4,2,6.0,0.0,21.9,27.0,0.7
2021,4,2,7.0,0.0,21.700001,27.0,0.9
2021,4,2,8.0,0.0,21.4,34.0,1.2
2021,4,2,9.0,0.0,19.9,38.0,0.6
2021,4,2,10.0,0.0,19.6,40.0,1.5
2021,4,2,11.0,0.0,19.4,41.0,1.0
2021,4,2,12.0,0.0,19.200001,44.0,0.7
2021,4,2,13.0,0.0,18.799999,45.0,0.4
2021,4,2,14.0,0.0,19.1,48.0,0.4
2021,4,2,15.0,0.0,18.700001,50.0,0.6
2021,4,2,16.0,0.0,18.700001,52.0,0.3
2021,4,2,17.0,0.0,18.700001,54.0,0.6
2021,4,2,18.0,0.0,18.700001,55.0,1.5
2021,4,2,19.0,0.0,18.4,59.0,1.8
2021,4,2,20.0,0.0,18.200001,58.0,0.7
2021,4,2,21.0,0.0,18.299999,59.0,1.2
2021,4,2,22.0,0.0,18.200001,63.0,0.6
2021,4,2,23.0,0.0,17.9,73.0,2.1
2021,4,3,0.0,2.5,15.1,85.0,1.9
2021,4,3,1.0,6.0,14.5,95.0,2.2
2021,4,3,2.0,13.5,14.6,95.0,1.9
2021,4,3,3.0,7.5,14.5,95.0,1.4
2021,4,3,4.0,7.0,14.6,95.0,2.9
2021,4,3,5.0,4.5,14.5,95.0,3.1
2021,4,3,6.0,1.5,14.4,95.0,2.4
2021,4,3,7.0,3.0,14.7,95.0,1.3
2021,4,3,8.0,4.0,14.1,95.0,1.9
2021,4,3,9.0,2.0,14.1,95.0,2.8
2021,4,3,10.0,0.5,13.3,95.0,4.0
2021,4,3,11.0,1.0,12.7,95.0,2.2
2021,4,3,12.0,5.0,11.8,95.0,3.8
2021,4,3,13.0,0.5,11.6,95.0,3.1
2021,4,3,14.0,0.0,11.0,95.0,2.4
2021,4,3,15.0,0.5,10.9,95.0,3.5
2021,4,3,16.0,0.0,11.4,94.0,3.2
2021,4,3,17.0,0.0,11.1,89.0,2.9
2021,4,3,18.0,0.0,11.0,91.0,2.8
2021,4,3,19.0,0.0,11.0,95.0,3.2
2021,4,3,20.0,0.0,11.0,92.0,3.2
2021,4,3,21.0,0.0,11.0,83.0,3.7
2021,4,3,22.0,0.0,11.0,78.0,3.0
2021,4,3,23.0,0.0,11.4,75.0,3.3
2021,4,4,0.0,0.0,12.0,66.0,2.9
2021,4,4,1.0,0.0,12.8,58.0,3.5
2021,4,4,2.0,0.0,14.0,49.0,2.4
2021,4,4,3.0,0.0,14.8,50.0,2.3
2021,4,4,4.0,0.0,15.3,49.0,2.4
2021,4,4,5.0,0.0,15.5,47.0,1.8
2021,4,4,6.0,0.0,15.2,46.0,2.2
2021,4,4,7.0,0.0,15.2,42.0,1.7
2021,4,4,8.0,0.0,15.0,43.0,3.2
2021,4,4,9.0,0.0,14.3,44.0,2.6
2021,4,4,10.0,0.0,13.6,50.0,1.9
2021,4,4,11.0,0.0,12.9,49.0,2.2
2021,4,4,12.0,0.0,12.2,52.0,2.0
2021,4,4,13.0,0.0,11.0,52.0,1.3
2021,4,4,14.0,0.0,10.5,57.0,1.3
2021,4,4,15.0,0.0,10.0,63.0,1.5
2021,4,4,16.0,0.0,9.3,64.0,1.4
2021,4,4,17.0,0.0,9.0,64.0,1.9
2021,4,4,18.0,0.0,8.7,61.0,1.4
2021,4,4,19.0,0.0,8.3,61.0,1.7
2021,4,4,20.0,0.0,7.9,66.0,1.1
2021,4,4,21.0,0.0,8.6,59.0,1.6
2021,4,4,22.0,0.0,10.4,45.0,1.1
2021,4,4,23.0,0.0,11.7,30.0,1.8
2021,4,5,0.0,0.0,13.9,21.0,1.5
2021,4,5,1.0,0.0,14.2,19.0,2.0
2021,4,5,2.0,0.0,15.6,19.0,1.7
2021,4,5,3.0,0.0,15.8,20.0,1.8
2021,4,5,4.0,0.0,17.799999,17.0,1.8
2021,4,5,5.0,0.0,17.9,16.0,2.2
2021,4,5,6.0,0.0,16.6,32.0,3.6
2021,4,5,7.0,0.0,15.9,35.0,2.2
2021,4,5,8.0,0.0,14.9,35.0,0.9
2021,4,5,9.0,0.0,14.0,34.0,1.8
2021,4,5,10.0,0.0,12.9,39.0,1.6
2021,4,5,11.0,0.0,12.2,50.0,1.2
2021,4,5,12.0,0.0,11.8,57.0,0.3
2021,4,5,13.0,0.0,12.3,57.0,0.0
2021,4,5,14.0,0.0,12.4,58.0,1.2
2021,4,5,15.0,0.0,12.3,63.0,0.6
2021,4,5,16.0,0.0,11.1,63.0,1.2
2021,4,5,17.0,0.0,10.8,68.0,1.3
2021,4,5,18.0,0.0,10.0,71.0,1.1
2021,4,5,19.0,0.0,10.0,76.0,1.2
2021,4,5,20.0,0.0,10.1,78.0,0.8
2021,4,5,21.0,0.0,10.2,83.0,1.6
2021,4,5,22.0,0.0,11.2,78.0,0.8
2021,4,5,23.0,0.0,13.4,62.0,1.5
2021,4,6,0.0,0.0,15.0,51.0,1.4
2021,4,6,1.0,0.0,17.1,37.0,1.9
2021,4,6,2.0,0.0,17.0,31.0,2.1
2021,4,6,3.0,0.0,19.0,29.0,2.3
2021,4,6,4.0,0.0,18.9,29.0,2.4
2021,4,6,5.0,0.0,18.799999,30.0,1.8
2021,4,6,6.0,0.0,18.299999,35.0,2.2
2021,4,6,7.0,0.0,17.700001,37.0,1.8
2021,4,6,8.0,0.0,16.4,43.0,2.2
2021,4,6,9.0,0.0,15.4,46.0,1.9
2021,4,6,10.0,0.0,14.1,50.0,1.2
2021,4,6,11.0,0.0,13.7,48.0,1.1
2021,4,6,12.0,0.0,13.5,49.0,1.0
2021,4,6,13.0,0.0,12.5,55.0,1.7
2021,4,6,14.0,0.0,11.7,58.0,1.4
2021,4,6,15.0,0.0,11.3,66.0,0.8
2021,4,6,16.0,0.0,10.3,72.0,1.8
2021,4,6,17.0,0.0,9.9,77.0,1.5
2021,4,6,18.0,0.0,9.2,85.0,1.3
2021,4,6,19.0,0.0,8.9,88.0,0.9
2021,4,6,20.0,0.0,8.7,89.0,0.7
2021,4,6,21.0,0.0,10.4,90.0,0.6
2021,4,6,22.0,0.0,12.1,78.0,1.1
2021,4,6,23.0,0.0,13.2,63.0,1.5
2021,4,7,0.0,0.0,16.4,46.0,0.9
2021,4,7,1.0,0.0,19.4,36.0,1.4
2021,4,7,2.0,0.0,19.1,22.0,1.3
2021,4,7,3.0,0.0,19.200001,33.0,2.2
2021,4,7,4.0,0.0,19.299999,30.0,2.2
2021,4,7,5.0,0.0,19.6,28.0,1.8
2021,4,7,6.0,0.0,18.4,25.0,2.7
2021,4,7,7.0,0.0,17.6,23.0,3.4
2021,4,7,8.0,0.0,16.200001,24.0,2.7
2021,4,7,9.0,0.0,15.6,26.0,1.7
2021,4,7,10.0,0.0,14.9,31.0,2.6
2021,4,7,11.0,0.0,13.9,41.0,1.7
2021,4,7,12.0,0.0,13.3,47.0,1.4
2021,4,7,13.0,0.0,13.0,54.0,1.4
2021,4,7,14.0,0.0,12.4,46.0,0.7
2021,4,7,15.0,0.0,12.7,48.0,1.0
2021,4,7,16.0,0.0,11.5,52.0,1.0
2021,4,7,17.0,0.0,11.2,47.0,0.3
2021,4,7,18.0,0.0,10.4,48.0,0.4
2021,4,7,19.0,0.0,9.7,54.0,0.8
2021,4,7,20.0,0.0,9.0,59.0,0.9
2021,4,7,21.0,0.0,10.1,57.0,1.1
2021,4,7,22.0,0.0,12.5,46.0,1.1
2021,4,7,23.0,0.0,13.2,40.0,1.5
2021,4,8,0.0,0.0,14.3,33.0,1.5
2021,4,8,1.0,0.0,15.2,33.0,2.1
2021,4,8,2.0,0.0,15.8,23.0,2.5
2021,4,8,3.0,0.0,17.299999,24.0,2.0
2021,4,8,4.0,0.0,16.799999,21.0,3.6
2021,4,8,5.0,0.0,17.6,20.0,2.0
2021,4,8,6.0,0.0,17.700001,25.0,2.2
2021,4,8,7.0,0.0,17.4,26.0,2.0
2021,4,8,8.0,0.0,16.5,22.0,2.5
2021,4,8,9.0,0.0,15.8,21.0,1.6
2021,4,8,10.0,0.0,14.8,22.0,2.3
2021,4,8,11.0,0.0,14.1,23.0,1.6
2021,4,8,12.0,0.0,13.1,26.0,2.5
2021,4,8,13.0,0.0,12.4,27.0,1.8
2021,4,8,14.0,0.0,12.0,30.0,2.3
2021,4,8,15.0,0.0,11.8,38.0,1.5
2021,4,8,16.0,0.0,10.5,35.0,0.6
2021,4,8,17.0,0.0,11.0,43.0,0.8
2021,4,8,18.0,0.0,9.8,48.0,0.6
2021,4,8,19.0,0.0,9.8,51.0,1.2
2021,4,8,20.0,0.0,9.8,53.0,1.7
2021,4,8,21.0,0.0,11.0,50.0,2.3
2021,4,8,22.0,0.0,11.9,47.0,2.2
2021,4,8,23.0,0.0,12.6,45.0,2.3
2021,4,9,0.0,0.0,14.1,40.0,2.1
2021,4,9,1.0,0.0,14.8,36.0,2.4
2021,4,9,2.0,0.0,15.9,33.0,2.1
2021,4,9,3.0,0.0,16.799999,26.0,1.7
2021,4,9,4.0,0.0,18.1,21.0,1.6
2021,4,9,5.0,0.0,17.4,21.0,2.1
2021,4,9,6.0,0.0,19.1,26.0,1.2
2021,4,9,7.0,0.0,17.700001,28.0,1.8
2021,4,9,8.0,0.0,16.799999,29.0,1.0
2021,4,9,9.0,0.0,16.200001,30.0,0.5
2021,4,9,10.0,0.0,15.6,34.0,1.0
2021,4,9,11.0,0.0,15.4,42.0,1.0
2021,4,9,12.0,0.0,13.9,47.0,3.6
2021,4,9,13.0,0.0,12.8,50.0,1.7
2021,4,9,14.0,0.0,11.9,52.0,1.0
2021,4,9,15.0,0.0,11.1,52.0,1.6
2021,4,9,16.0,0.0,10.5,53.0,0.8
2021,4,9,17.0,0.0,10.6,54.0,1.3
2021,4,9,18.0,0.0,9.7,55.0,0.7
2021,4,9,19.0,0.0,9.4,55.0,1.9
2021,4,9,20.0,0.0,8.6,58.0,1.7
2021,4,9,21.0,0.0,9.3,54.0,1.6
2021,4,9,22.0,0.0,10.7,48.0,1.5
2021,4,9,23.0,0.0,12.8,47.0,1.4
2021,4,10,0.0,0.0,14.4,44.0,2.0
2021,4,10,1.0,0.0,15.8,43.0,1.3
2021,4,10,2.0,0.0,16.200001,41.0,2.5
2021,4,10,3.0,0.0,17.299999,39.0,2.3
2021,4,10,4.0,0.0,17.4,39.0,2.5
2021,4,10,5.0,0.0,16.799999,27.0,3.1
2021,4,10,6.0,0.0,16.5,19.0,2.8
2021,4,10,7.0,0.0,16.0,24.0,2.1
2021,4,10,8.0,0.0,15.6,32.0,1.7
2021,4,10,9.0,0.0,14.5,48.0,1.0
2021,4,10,10.0,0.0,13.3,57.0,1.6
2021,4,10,11.0,0.0,12.9,63.0,1.7
2021,4,10,12.0,0.0,12.5,69.0,1.5
2021,4,10,13.0,0.0,12.2,72.0,1.2
2021,4,10,14.0,0.0,11.5,75.0,0.9
2021,4,10,15.0,0.0,10.9,77.0,0.9
2021,4,10,16.0,0.0,10.2,81.0,0.6
2021,4,10,17.0,0.0,9.9,83.0,1.1
2021,4,10,18.0,0.0,9.7,85.0,0.3
2021,4,10,19.0,0.0,8.9,86.0,1.3
2021,4,10,20.0,0.0,9.0,89.0,0.7
2021,4,10,21.0,0.0,10.1,89.0,1.2
2021,4,10,22.0,0.0,12.5,69.0,0.6
2021,4,10,23.0,0.0,14.6,47.0,0.7
2021,4,11,0.0,0.0,15.4,34.0,0.8
2021,4,11,1.0,0.0,18.299999,27.0,2.0
2021,4,11,2.0,0.0,19.4,26.0,1.7
2021,4,11,3.0,0.0,20.1,22.0,1.6
2021,4,11,4.0,0.0,21.299999,23.0,1.9
2021,4,11,5.0,0.0,21.299999,27.0,1.6
2021,4,11,6.0,0.0,20.5,30.0,1.3
2021,4,11,7.0,0.0,19.799999,29.0,2.0
2021,4,11,8.0,0.0,19.299999,32.0,1.8
2021,4,11,9.0,0.0,18.4,40.0,1.8
2021,4,11,10.0,0.0,17.9,45.0,2.0
2021,4,11,11.0,0.0,17.6,46.0,1.4
2021,4,11,12.0,0.0,17.4,48.0,1.2
2021,4,11,13.0,0.0,16.5,49.0,1.0
2021,4,11,14.0,0.0,16.1,50.0,0.1
2021,4,11,15.0,0.0,15.7,52.0,0.7
2021,4,11,16.0,0.0,15.4,55.0,1.4
2021,4,11,17.0,0.0,15.0,57.0,1.0
2021,4,11,18.0,0.0,14.8,61.0,1.5
2021,4,11,19.0,0.0,14.8,61.0,0.6
2021,4,11,20.0,0.0,14.7,56.0,1.7
2021,4,11,21.0,0.0,15.1,55.0,0.1
2021,4,11,22.0,0.0,15.9,49.0,1.3
2021,4,11,23.0,0.0,16.4,48.0,3.4
2021,4,12,0.0,0.0,16.700001,47.0,2.7
2021,4,12,1.0,0.0,18.4,36.0,3.1
2021,4,12,2.0,0.0,17.200001,44.0,3.6
2021,4,12,3.0,0.0,15.6,64.0,3.1
2021,4,12,4.0,1.0,12.9,72.0,1.8
2021,4,12,5.0,1.5,11.6,85.0,3.2
2021,4,12,6.0,1.5,11.7,94.0,3.2
2021,4,12,7.0,1.0,12.1,95.0,2.1
2021,4,12,8.0,2.0,13.0,95.0,1.7
2021,4,12,9.0,2.5,13.2,95.0,1.3
2021,4,12,10.0,1.5,13.3,95.0,2.0
2021,4,12,11.0,0.5,13.2,95.0,1.6
2021,4,12,12.0,1.0,13.3,95.0,3.9
2021,4,12,13.0,3.0,13.0,95.0,3.5
2021,4,12,14.0,3.0,13.4,95.0,3.0
2021,4,12,15.0,1.5,12.0,95.0,3.4
2021,4,12,16.0,1.0,11.1,95.0,2.5
2021,4,12,17.0,1.0,10.7,95.0,1.4
